is_manipulated,manipulation_angle,online_feedback,endpoint_feedback,was_restarted,is_judged,label,too_slow,manipulation_type,rt,target_angle,reach_angle,diff_angle,target_dist,trial,id,exp_version,judgement_rt,judgement_decision_time,judgement_loc,judgement_width,judgement_score
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.38776803,-90,-123.1315094,-33.1315094,70,118,msl000394,v2,0.060317039,1.804371119,-29.02531128,16.30394897,3679
1,30,1,1,0,1,PERTURBATION,1,ROTATION,0.338153124,-45,-74.72682506,-29.72682506,70,119,msl000394,v2,0.700149298,2.220221281,22.14673767,22.64281006,3679
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.401648045,135,116.8249379,-18.17506215,70,120,msl000394,v2,0.072372437,1.952371359,-161.0226929,9.297839355,3770
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.441943169,-45,-84.17859535,-39.17859535,70,121,msl000394,v2,0.154002428,1.962106466,15.80787659,17.97207031,3853
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.428355217,135,105.815952,-29.18404798,70,122,msl000394,v2,0.157339334,2.301436424,-162.3571899,20.97468872,3933
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.48823905,90,52.41887122,-37.58112878,70,123,msl000394,v2,0.122882605,1.898967743,-209.6925598,20.97468872,3933
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.424138069,-135,-160.5588847,-25.55888469,70,124,msl000394,v2,0.437523842,2.533538818,-67.85326233,13.63495483,4020
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.427105904,180,140.0400157,-39.95998426,70,125,msl000394,v2,0.179745913,2.243752956,-110.6847046,14.30220337,4106
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.463369131,-90,-139.6096301,-49.60963009,70,126,msl000394,v2,0.392090321,2.536167383,-26.68994141,15.30307617,4106
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.464109898,45,14.89600921,-30.10399079,70,127,msl000394,v2,0.240548849,2.192584753,115.9834167,3.959851074,4106
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.46814394,0,-22.2680161,-22.2680161,70,128,msl000394,v2,0.432239532,2.208248377,71.15022888,11.63320923,4195
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.594366074,90,74.14118001,-15.85881999,70,129,msl000394,v2,1.689637423,3.729637384,-205.0218201,10.29871216,4195
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.792670012,0,-29.09176128,-29.09176128,70,130,msl000394,v2,0.367642641,2.199666739,65.97905273,11.9668335,4284
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.510715961,180,156.0336528,-23.96634716,70,131,msl000394,v2,0.810005665,2.690056801,-115.1886322,6.628845215,4378
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.717536926,-90,-123.7880785,-33.78807852,70,132,msl000394,v2,0.291329384,2.227332354,-22.18601379,3.626226807,4378
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.494564056,-135,-164.8689314,-29.86893136,70,133,msl000394,v2,0.263344288,2.199341297,-72.02356567,11.9668335,4378
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.539872885,45,20.94036389,-24.05963611,70,134,msl000394,v2,0.133634806,2.005690813,108.6436829,10.29871216,4468
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.413394928,-45,-87.44902304,-42.44902304,70,135,msl000394,v2,0.09399581,1.87800169,15.80787659,13.63495483,4468
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.314127207,135,109.9233566,-25.07664338,70,136,msl000394,v2,0.361154795,2.10512495,-156.0183289,7.29609375,4561
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.414545059,135,106.3698006,-28.63019943,70,137,msl000394,v2,0.548648357,2.156663418,-156.0183289,15.30307617,4646
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.546344995,45,12.0593439,-32.9406561,70,138,msl000394,v2,0.492771626,2.388790607,106.6419373,9.965087891,4646
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.428620815,-135,-178.9654555,-43.96545553,70,139,msl000394,v2,0.105029106,2.169043064,-73.19125061,2.625354004,4646
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.318506002,-45,-83.74664603,-38.74664603,70,140,msl000394,v2,0.078657627,1.918705702,19.3109314,8.964215088,4738
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.476512909,180,134.311843,-45.68815696,70,141,msl000394,v2,0.186783075,1.962759018,-117.3571899,12.30045776,4738
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.448004961,0,-21.77434104,-21.77434104,70,142,msl000394,v2,0.337288857,2.041312695,71.48385315,6.962469482,4738
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.520018101,90,62.37977842,-27.62022158,70,143,msl000394,v2,0.111275434,1.799285412,-197.6820862,4.960723877,4834
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.473797083,-90,-132.8548458,-42.8548458,70,144,msl000394,v2,0.362887859,1.986897707,-16.01396484,8.296966553,4834
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.460111141,45,9.46730912,-35.53269088,70,145,msl000394,v2,0.162392139,1.674428225,116.4838531,14.63582764,4920
1,30,1,1,0,1,PERTURBATION,1,ROTATION,0.454552889,90,63.51225704,-26.48774296,70,146,msl000394,v2,0.013355732,1.661356688,-199.8506439,10.96596069,4920
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.425653934,-45,-59.09457027,-14.09457027,70,147,msl000394,v2,0.025021315,1.777027369,27.65153809,3.959851074,4920
1,30,1,1,0,1,PERTURBATION,1,ROTATION,0.463530064,0,-32.28722214,-32.28722214,70,148,msl000394,v2,0.488717794,1.968737841,73.98603516,28.64804688,4920
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.551841021,-135,-173.772707,-38.77270702,70,149,msl000394,v2,0.653518677,2.245491743,-66.18514099,15.30307617,4920
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.497150898,180,148.5952047,-31.40479525,70,150,msl000394,v2,0.336464405,1.872476339,-112.5196381,17.63844604,4920
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.367637157,135,114.0789713,-20.92102867,70,151,msl000394,v2,0.132637024,1.692686081,-160.8558807,19.30656738,5001
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.334825993,-90,-127.4189459,-37.41894592,70,152,msl000394,v2,0.092350483,1.676418543,-20.35108032,12.63408203,5001
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.148115158,180,147.7225413,-32.27745869,70,153,msl000394,v2,0.580222845,2.404239893,-114.1877594,10.29871216,5001
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.431074142,-45,-63.57562905,-18.57562905,70,154,msl000394,v2,0.080583811,1.704584837,29.31965942,9.965087891,5001
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.505175114,0,-37.9952463,-37.9952463,70,155,msl000394,v2,0.244089365,1.980144501,71.98428955,6.962469482,5095
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.485867023,45,18.0575461,-26.9424539,70,156,msl000394,v2,1.631183863,4.927207947,112.6471741,19.64019165,5176
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.207925797,-90,-133.4425302,-43.44253023,70,157,msl000394,v2,0.198086262,1.862135172,-21.01832886,11.63320923,5176
1,30,1,1,0,1,PERTURBATION,0,ROTATION,0.220530033,90,48.55716005,-41.44283995,70,158,msl000394,v2,0.519367218,2.271377325,-205.1886322,12.63408203,5176
