ha,ha_sem,conf,conf_sem,rot,confpred,confpred_sem
-1.73753837471621,1.20907185392477,0,0,0,NaN,NaN
-1.10455429250666,1.53332121250288,0,0,0,NaN,NaN
0.382351231550332,1.47177254739996,0,0,0,NaN,NaN
1.18554165437532,1.26257610144102,0,0,0,NaN,NaN
-0.677517172238285,1.06277455369703,0,0,0,NaN,NaN
-0.626620113033493,1.19644080771532,0,0,0,NaN,NaN
-0.662107038598796,1.59488562193824,0,0,0,NaN,NaN
-0.860458661335961,1.57742190291117,0,0,0,NaN,NaN
-1.10412608710229,0.839907790303653,0,0,0,NaN,NaN
-0.88515053403555,1.15597021882121,0,0,0,NaN,NaN
0.321213877134688,1.07879869253811,0,0,0,NaN,NaN
-0.282091852685341,0.945903300168254,0,0,0,NaN,NaN
1.86414251093684,1.06465964169812,0,0,0,NaN,NaN
3.76919903942327,0.959250450258344,0,0,0,NaN,NaN
-7.52003847414833,9.10761908827029,0,0,0,NaN,NaN
-0.717183979611325,1.36118250220839,0,0,0,NaN,NaN
-11.8011033056782,9.79225200262857,29.3756096522013,4.51032670151867,0,NaN,NaN
-1.91679769246156,1.43580463128159,28.1737719774246,4.68858955016207,0,76.9138558928297,4.00773633263826
-1.39876440569305,0.989739371216063,27.33555787739,3.57454386519634,0,75.5228474240641,2.91069067707228
-1.842783137419,1.45763757795644,26.5127740097046,3.73744959884404,0,74.5069408526902,2.73510144206918
0.785744594656653,1.31714724446583,24.5320242500305,3.68549570480235,0,74.208414173862,2.69187147326562
1.15702375974497,0.86208884776445,22.6846210881283,3.7235572348227,0,73.2737672846886,2.73608612617938
-0.990488311199033,0.883168160330877,24.8421361421284,4.35029352490728,0,73.7680885325515,2.93269667799323
-0.90242781887225,1.42079059483095,21.5761255766216,3.47040835975165,0,73.4328956097619,2.75967566728322
-0.87197616693004,1.3902802960664,21.9250380265085,3.91093040551752,0,71.2073661744972,2.88666089569804
-1.59316584667187,1.20883912109446,20.439279475965,3.88802378397319,0,70.961917413943,3.01501425604452
-1.98606589196266,1.47088900240086,24.9826216446726,3.72984041010316,0,71.571697376478,2.7573443462286
0.315110362408444,0.697789343855368,23.5427755255448,3.42764357580906,0,71.0408597816342,2.6759460030902
-0.0694835473420756,0.848553466003424,17.1965383529663,3.63743169208736,0,72.1745762841536,2.71046165778753
-1.11120652419815,0.993033335965257,22.044340801239,3.7666528858004,0,71.9678991354183,2.83952926793969
-0.151921717930028,1.28685852443549,22.1182105616519,3.9544110092883,0,71.9213960420603,2.73233913260463
-0.919419345150123,1.01294727016597,24.6299360466003,3.22094448922924,0,70.869828209069,2.88235730060875
-0.849823910427831,1.06768149962289,21.4905631416722,4.361842956738,-60,70.8161708825987,2.84088164552195
5.68880052392041,5.89631541976736,53.333663110172,5.32943721623689,-60,55.806996021448,2.52850171046248
23.4313113430617,10.160370288638,58.9176112916734,4.74822623939776,-60,49.955441711451,2.87089005882316
11.2920523807953,11.1447199914314,66.3956816623085,3.88155012441579,-60,45.8228301773899,3.37120523968346
22.3685072046164,14.3323570009675,67.3691999435425,4.46931169697673,-60,44.8526447023344,3.56744548077258
19.6656464196123,13.8898720838394,68.3494005680084,4.88795592461569,-60,45.361748269346,4.05378642422413
12.8868805933574,14.0840137499707,57.5592815907796,5.94731994621595,-60,46.7822953074885,5.05593270077199
32.3963689442476,7.26064881291269,65.5797215181239,5.71982227175101,-60,44.7797834404762,5.47188912427307
-31.7632535001605,12.8390642784733,60.7477209091186,5.79643149042008,45,45.8757839486764,4.81721391915353
16.1065794775902,9.20520809681089,65.1936070548163,4.96212245274342,45,37.7208361497021,3.76253930573049
5.67883080675208,11.8928660119417,64.1234839333428,5.71475096856946,45,43.7250044828788,4.44375993814236
34.8839841071541,11.9044091457285,53.7996476915148,5.23552974878498,45,42.9394142483894,5.26438315567249
24.2248490870401,9.49800133295594,62.486856560958,5.4363484651796,45,43.5362942562685,5.31473833783206
22.0667792502721,13.142415055517,62.0784114235326,6.2336548449821,45,44.8583733258344,5.47914288859814
21.9424861407839,8.56411067460885,54.5653696963661,5.83128822325539,45,44.4170715476578,5.83455719937682
23.4645603102483,9.39658332072378,59.5850447403757,6.72511981027807,45,44.1940254221015,5.24810581984748
-12.0450618686847,8.89569365531472,54.7019120788574,6.82012811292889,-30,44.630036231571,5.9050629902386
13.1066011060252,10.3966545149998,66.5407814628199,5.08778056626193,-30,39.269901924696,3.86522849373657
12.1518826274679,6.43183893324469,63.9244097659462,6.03648857653611,-30,41.4812352681852,4.59518823573614
10.9857068853866,7.08615718501297,64.5891926235623,5.38715961066446,-30,43.4177116409953,4.66471895836773
15.5972620219336,7.50093299515277,67.3485068003337,5.44439943707868,-30,43.4908284630603,4.62640512043865
17.6358914739984,5.89020567920851,58.1761909908718,5.37157736189781,-30,44.584958832451,4.75424989415445
16.9870144106273,5.3710302626344,53.4957703758688,5.6056095639937,-30,46.5279237724239,4.70539636797126
12.0079711999783,5.26747379347061,53.7116469888126,6.59650788255893,-30,48.1396575694719,4.76847995077354
25.0576570300018,4.07739157139916,55.0414400100708,5.06257336234185,0,49.4119696362876,4.49981984174493
5.26071962222484,3.66919889545281,48.7989479827881,5.44773630013544,0,48.6520181980691,3.68995373777103
3.16394700304327,1.81993609780662,44.0423453739711,6.19662378062552,0,53.917862953222,4.11282611888504
0.576018630242539,1.93004399801069,34.8310700466758,5.23898845196013,0,56.5786532234022,3.88118588259854
0.0419101849007479,1.38428739454942,28.1870038350423,4.82171573932486,15,59.5088470613571,4.22150725131385
3.17086137749737,2.80677954731919,41.8914122581482,3.98440090709984,15,56.0699877656477,3.57821159373646
1.73230437898156,3.50566400924626,48.7488920211792,4.55496430711576,15,55.0022953898624,3.44855058839899
8.45758451285806,3.66061726669028,46.908388671875,5.16282825448131,15,55.356687530367,3.87575369833774
12.5880798888148,2.80451435986801,44.9288884480794,5.6438791901601,15,55.0766131525194,3.89863985818111
7.78444275050303,2.62697306354775,45.9594159020318,4.72987067786269,15,56.5555222992686,3.77527060508851
3.87267703558447,3.3849834367888,47.3518621206284,4.67261017073672,15,56.4405986179576,3.7697214479261
11.0501016912366,3.27605782056799,49.8037595636704,5.16983621284581,15,55.2445737925285,3.55577731693638
-7.24269233854583,4.20799543291606,45.5476357179529,5.36449778745029,-45,56.1157122522087,3.45455628577572
10.0001975963486,7.82070172558142,66.5922732035319,2.85431964664454,-45,48.0557865736362,3.08827451695866
18.624464859883,7.31099175284495,56.3778502225876,5.62021158845269,-45,48.2193942180172,4.00254388553517
17.5025800179782,7.87038531737826,57.5274590386285,5.90871199055716,-45,50.0541622924577,4.26023140386269
29.3115901072752,7.51205822506524,55.5418778525459,6.07576275236381,-45,48.8281816980428,4.46066211860012
9.70440039261134,7.09444192407038,47.2721321554745,5.82323536275875,-45,49.8172524498322,4.74758649065876
30.9324896596467,8.05499043219229,49.7870229018362,6.57369355216339,-45,49.2207362056502,5.26961110237842
26.297339882336,6.44345884390211,50.1931594647859,6.11616332616783,-45,48.5900655215593,5.10012278921697
-28.6221769469209,8.50334486894783,52.8598613939787,6.6351692564348,60,50.8011264845126,5.03120001654308
